"BM","Dataset","centroid"
"O=C(Cn1nnc(-c2cccs2)n1)N(Cc1ccccc1)Cc1ccco1","Preclinic & Market","True"
"O=S(=O)(Cc1ccccc1)c1nnnn1-c1ccccc1","Preclinic & Market","True"
"c1cncc([C@H](c2nnn[nH]2)N2CCOCC2)c1","Preclinic & Market","True"
"c1ccc(-c2nnnn2Cc2ccccn2)cc1","Preclinic & Market","True"
"c1ccc(CCn2nnnc2CN2CCc3ccccc32)cc1","Preclinic & Market","True"
"C(=N/n1nnnc1Nc1ccccc1)\c1ccccc1","Preclinic & Market","True"
"C1CCC(CSc2nnnn2C2CCOCC2)CC1","Preclinic & Market","True"
"c1nnnn1C1CCCC1","Preclinic & Market","True"
"O=C(CSc1nnn[nH]1)NC(=O)NC1CCCCC1","Preclinic & Market","True"
"O=C(Cn1nnnc1Cc1ccccc1)c1ccccc1","Preclinic & Market","True"
"O=C(Cn1cnnn1)Nc1ccccc1","Preclinic & Market","True"
"c1ccc(CCc2nnn[nH]2)cc1","Preclinic & Market","True"
"c1ccc(-c2[nH]ncc2-c2nnnn2-c2ccccc2)cc1","Preclinic & Market","True"
"O=C(CSc1nnnn1-c1ccccc1)Nc1cnon1","Preclinic & Market","True"
"c1ccc(NC2(c3nnnn3C3CCCCC3)CCNCC2)cc1","Preclinic & Market","True"
"c1ccc(CSc2nnnn2-c2ccc3c(c2)OCCO3)nc1","Preclinic & Market","True"
"O=C(NCc1nnnn1-c1ccccc1)C1CCCNC1","Preclinic & Market","True"
"c1ccc(-n2nnnc2Oc2cccc3cccnc23)cc1","Preclinic & Market","True"
"c1ccc(-n2nnnc2N[C@@H]2CCc3ccccc32)cc1","Preclinic & Market","True"
"c1ccc(Cn2nnnc2[C@@H](c2ccccc2)N2CCCCC2)cc1","Preclinic & Market","True"
"O=C1c2ccccc2[C@@H](c2nnn[nH]2)N1Cc1ccco1","Preclinic & Market","True"
"c1ccc(-n2nnnc2C2(NCc3ccco3)CCCCC2)cc1","Preclinic & Market","True"
"O=C1N[C@H](c2nnnn2Cc2ccccc2)c2ccccc21","Preclinic & Market","True"
"c1cncc(-c2ccc(-n3nnnc3CCCCN3CCOCC3)cc2)c1","Preclinic & Market","True"
"c1ccc(-n2nnnc2Sc2ncnc3sc4c(c23)CCCC4)cc1","Preclinic & Market","True"
"c1cc(C(c2nnnn2C2CCCCC2)N2CCN3CCCC3C2)ccn1","Preclinic & Market","True"
"c1cc2c(cc1Cn1nnnc1CN1CCNCC1)OCO2","Preclinic & Market","True"
"O=C(CCCn1nnnc1CN1CCCCC1)NCCc1cn[nH]c1","Preclinic & Market","True"
"O=C(CSc1nnnn1C1CC2CCC1C2)Nc1ccnc2ccccc12","Preclinic & Market","True"
"O=C1CCCC1CC(CN1CCOCC1)Sc1nnnn1-c1ccccc1","Preclinic & Market","True"
"C(=C\c1nnnn1-c1ccccc1)\Nc1ccon1","Preclinic & Market","True"
"O=C1CN2Cc3cc(OCCCc4nnnn4C4CCCCC4)ccc3N=C2N1","Preclinic & Market","True"
"O=S(=O)(Cn1nnnc1CN1CCCC2(CCCCC2)C1)c1ccccc1","Preclinic & Market","True"
"c1cncc(CN(Cc2ccco2)[C@H](c2nnn[nH]2)c2cccs2)c1","Preclinic & Market","True"
"O=C1c2ccccc2[C@@H](c2nnnn2-c2ccccc2)N1CCCn1ccnc1","Preclinic & Market","True"
"O=C1Cc2[nH]c3ccccc3c2CCN1[C@H](c1nnn[nH]1)C1CCCCC1","Preclinic & Market","True"
"c1ccc(C(c2nnnn2C2CCCC2)N(Cc2ccco2)CC2CCCO2)cc1","Preclinic & Market","True"
"c1ccc(C(CSc2nnn[nH]2)Cn2ccnc2)cc1","Preclinic & Market","True"
"c1ccc2c(c1)cc(CN(Cc1nnnn1C1CCCCC1)C1CCCC1)c1nnnn12","Preclinic & Market","True"
"c1ccc2c(c1)CCN(C(c1cnc3ccccc3c1)c1nnnn1CC1CCCO1)C2","Preclinic & Market","True"
"O=c1[nH]c2ccccc2cc1Sc1nnnn1-c1ccc(OCc2ccccc2)cc1","Preclinic & Market","True"
"O=c1[nH]c2ccccc2cc1C(c1nnnn1C1CCCO1)N1CCCC2(CCCCC2)C1","Preclinic & Market","True"
"N=C(c1ccc(NC(=O)c2nnnn2-c2ccc3ccccc3c2)cc1)N1CCCC1","Preclinic & Market","True"
"c1coc(CN(Cc2cnc3cc4c(cc3c2)OCO4)Cc2nnn[nH]2)c1","Preclinic & Market","True"
"c1ccc2c([C@@H](NCCCNc3ccnc4ccccc34)c3nnn[nH]3)cccc2c1","Preclinic & Market","True"
"O=C1NCN(c2ccccc2)C12CCN([C@H](c1ccnc3ccccc13)c1nnnn1-c1ccccc1)CC2","Preclinic & Market","True"
"O=C(c1ccccc1)[C@@H](c1nnnn1-c1ccccc1)N1CCN(c2ccccn2)CC1","Preclinic & Market","True"
"O=C(Cn1nnn(-c2cccs2)c1=O)N(C[C@H]1CCOC1)C1CC1","Preclinic & Market","True"
"O=c1c(Cn2nnn(-c3ccccc3)c2=O)coc2ccccc12","Preclinic & Market","True"
"c1ccc(C2=NN(c3ccccc3)N(c3ccccc3)N2)cc1","Preclinic & Market","True"
"O=C(NC1=NN(Cc2ccccc2)NN1)Nc1ccccc1","Preclinic & Market","True"
"C1=NC(c2cccc(-c3cccnc3)c2)N=C1c1ccccc1","Preclinic & Market","True"
"C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1","Preclinic & Market","True"
"O=C1N=C(N2CCCCCCC2)CN1c1ccccc1","Preclinic & Market","True"
"O=C(Nc1nnn[nH]1)c1ccc(CN2CN=C(c3ccccc3)C2=O)cc1","Preclinic & Market","True"
"S=c1[nH]c(-c2ccccc2)c(-c2ccccc2)[nH]1","Preclinic & Market","True"
"N=c1[nH]ccn1Cc1cccnc1","Preclinic & Market","True"
"O=c1[nH]cc(-c2ccccc2)n1-c1ccccc1","Preclinic & Market","True"
"S=c1[nH]ccn1CCCCCCn1cc[nH]c1=S","Preclinic & Market","True"
"O=C(c1ccccc1)c1c[nH]c(=O)[nH]1","Preclinic & Market","True"
"O=c1n(CN[C@H]2CCS(=O)(=O)C2)ccn1-c1ccon1","Preclinic & Market","True"
"O=c1[nH]c(Cc2ccc3[nH]ccc3c2)cn1Cc1ccccc1","Preclinic & Market","True"
"O=c1n(Cc2ccccc2)ccn1-c1ccccc1","Preclinic & Market","True"
"C1=CC([C@H]2NC=CN2c2ccccc2)C=CN1","Preclinic & Market","True"
"O=c1[nH]c(-c2cncs2)cn1-c1ccccc1","Preclinic & Market","True"
"O=c1[nH]cc(S(=O)(=O)c2ccccc2)n1Cc1ccccc1","Preclinic & Market","True"
"O=c1n(-c2ccc(Oc3ccccc3)cc2)ccn1-c1ccc2c(cnn2CCN2CCCC2)c1","Preclinic & Market","True"
"N=C1N=C(N=c2[nH]c(Cc3ccccc3)c(Cc3ccccc3)[nH]2)C(=O)N1","Preclinic & Market","True"
"C1=NN=C(c2ccccc2)/C1=C\c1ccccc1","Preclinic & Market","True"
"O=c1c(C2=NN=C(/N=N/c3ccccc3)/C2=C/c2ccccc2)c[nH]n1-c1ccccc1","Preclinic & Market","True"
"c1ccc(OCc2ccn[nH]2)cc1","Preclinic & Market","True"
"O=C(Nc1cnn(CC(=O)N2CCCO2)c1)c1ccccc1","Preclinic & Market","True"
"c1ccc(-c2cc[nH]n2)cc1","Preclinic & Market","True"
"c1ccc(-c2cc(NCc3cscn3)[nH]n2)cc1","Preclinic & Market","True"
"c1csc(-c2cc(CNc3ccncn3)[nH]n2)c1","Preclinic & Market","True"
"c1coc(-c2cc(Nc3ncnn4cccc34)n[nH]2)c1","Preclinic & Market","True"
"c1cnnc(-c2cc(-c3cccc4ccccc34)n[nH]2)c1","Preclinic & Market","True"
"c1ccc(-c2[nH]ncc2-c2ccnc3ccccc23)nc1","Preclinic & Market","True"
"c1ccc(-c2n[nH]cc2Cc2ccc3ccccc3c2)cc1","Preclinic & Market","True"
"O=C(NCCn1ncc(-c2ccno2)c1C1CC1)C1CC1","Preclinic & Market","True"
"c1cncc(-c2ccnn2CN2CCC3(CC2)OCCO3)c1","Preclinic & Market","True"
"c1cn[nH]c1","Preclinic & Market","True"
"O=C(Nc1ccn[nH]1)[C@@H]1SCCc2ccccc21","Preclinic & Market","True"
"O=c1ccnc(-n2ccc(-c3cccs3)n2)[nH]1","Preclinic & Market","True"
"c1ccc(-c2cc(Cc3ncncn3)n[nH]2)cc1","Preclinic & Market","True"
"c1ccc(-c2ccnn2-c2ccccn2)cc1","Preclinic & Market","True"
"O=C(Cn1cc(-c2ccccn2)cn1)Nc1cn[nH]n1","Preclinic & Market","True"
"c1ccc2c(Cc3cc[nH]n3)cccc2c1","Preclinic & Market","True"
"O=C(NCCn1cccn1)c1cc(C2CC2)n[nH]1","Preclinic & Market","True"
"O=C(CCC1CC1)NCc1cn[nH]c1-c1ccccc1","Preclinic & Market","True"
"O=S(=O)(c1ccc2ccccc2c1)n1cccn1","Preclinic & Market","True"
"c1ccc(-n2cc(C3=NCCS3)cn2)cc1","Preclinic & Market","True"
"O=C(c1ccn(-c2ccccc2)n1)N1CCCC1","Preclinic & Market","True"
"O=C(Nc1cn[nH]c1)N1CCCCC1","Preclinic & Market","True"
"c1ccc(Cn2ccc(-c3cnc4ccccn34)n2)cc1","Preclinic & Market","True"
"C(=N/c1ccccc1)\c1cn[nH]c1","Preclinic & Market","True"
"O=C(Nc1ccn(CCCN2CCCC2)n1)c1ccon1","Preclinic & Market","True"
"c1ccn(-c2ccn[nH]2)c1","Preclinic & Market","True"
"C(=N/Nc1cc(N/N=C/c2ccccc2)[nH]n1)\c1ccccc1","Preclinic & Market","True"
"c1ccc(Cc2cnn(-c3nc4ccccc4[nH]3)c2)cc1","Preclinic & Market","True"
"c1cc(-c2cn[nH]c2)cc(-c2cnn(Cc3ncc[nH]3)c2)c1","Preclinic & Market","True"
"c1ccc(-c2nn(-c3ccccc3)cc2-c2nn[nH]n2)cc1","Preclinic & Market","True"
"c1cc(CNCc2cn[nH]c2N2CCOCC2)co1","Preclinic & Market","True"
"O=S(=O)(CC1=NCCO1)c1n[nH]cc1-c1ccccc1","Preclinic & Market","True"
"C(=C/c1c[nH]nc1-c1ncc[nH]1)\c1cccnc1","Preclinic & Market","True"
"N=C1NCc2cc(-c3c[nH]nc3-c3ccncc3)ccc21","Preclinic & Market","True"
"O=c1[nH]c(Oc2cnn(-c3ccccc3)c2)nc2cnccc12","Preclinic & Market","True"
"O=C1CC[C@@]2(CCOC2)CN1CCc1cn[nH]c1","Preclinic & Market","True"
"c1cnn(CNCn2cccn2)c1","Preclinic & Market","True"
"c1cc(-c2cncnc2)cc(-c2ccn(C[C@H]3CCNC3)n2)c1","Preclinic & Market","True"
"O=C(Nc1cc(C2CCOCC2)[nH]n1)c1ccccn1","Preclinic & Market","True"
"C(=N/Cc1ccncc1)\c1cnn(-c2ccccc2)c1","Preclinic & Market","True"
"c1ccc(Cn2cc(-c3ccc4ncsc4c3)cn2)cc1","Preclinic & Market","True"
"O=C(NC1C2CC3CC(C2)CC1C3)c1cc[nH]n1","Preclinic & Market","True"
"O=S1(=O)CC[C@H](n2cc(-c3ccccc3)cn2)C1","Preclinic & Market","True"
"O=C(c1ccccc1)n1nccc1Nc1ccccc1","Preclinic & Market","True"
"C(=N/c1ccnn1-c1ccccc1)\N1CCCCCC1","Preclinic & Market","True"
"c1ccc2cc(Cc3[nH]ncc3C3CCNCC3)ccc2c1","Preclinic & Market","True"
"c1cnn(-c2ccncc2)c1","Preclinic & Market","True"
"O=S(=O)(C[C@H]1CCCCO1)Nc1cn[nH]c1","Preclinic & Market","True"
"O=S(=O)(Nc1ccc2c(c1)OCO2)c1cn[nH]c1","Preclinic & Market","True"
"O=S1(=O)CC[C@H](CNCc2c[nH]nc2-c2ccco2)C1","Preclinic & Market","True"
"c1cc(-n2nccc2C2CC2)c2nc[nH]c2c1","Preclinic & Market","True"
"C(=N/c1n[nH]cc1-c1nc2ccccc2s1)\c1ncc[nH]1","Preclinic & Market","True"
"c1cc(-c2n[nH]cc2CN[C@H]2CCc3ncnn3C2)ccn1","Preclinic & Market","True"
"O=c1ccc(-n2ccc(-c3ccccc3)n2)n[nH]1","Preclinic & Market","True"
"C(=N/Nc1ncccn1)\c1c[nH]nc1-c1ccccc1","Preclinic & Market","True"
"c1ccc2sc(-c3cn[nH]c3NCCc3cnc[nH]3)nc2c1","Preclinic & Market","True"
"c1ccc(-c2ccn(CNC[C@H]3CCOC3)n2)cc1","Preclinic & Market","True"
"O=C(NCc1nnc[nH]1)c1cnn(-c2ccccc2)c1","Preclinic & Market","True"
"O=C(Nc1nc[nH]n1)c1cc(-c2cccnc2)n[nH]1","Preclinic & Market","True"
"O=C(NCCC1=CCCCC1)c1cc(-c2ccccc2)n[nH]1","Preclinic & Market","True"
"O=C(NCc1ccn[nH]1)c1ccc2nccn2c1","Preclinic & Market","True"
"O=C(NCc1ccsc1)c1n[nH]cc1-c1ccccc1","Preclinic & Market","True"
"O=C(c1ccccc1)c1cnn(-c2ncccn2)c1","Preclinic & Market","True"
"O=C(Nc1ccn[nH]1)c1ccc2[nH]nnc2c1","Preclinic & Market","True"
"O=C(NCCN1CCCS1(=O)=O)c1ccn[nH]1","Preclinic & Market","True"
"O=C(NCCn1ccc(-c2ccncc2)n1)c1cnns1","Preclinic & Market","True"
"O=C(COC1CCCCC1)Nc1ccn(Cc2ccccn2)n1","Preclinic & Market","True"
"O=C(Nc1ccccc1)c1ccnn1CCc1c[nH]cn1","Preclinic & Market","True"
"O=C(NCc1n[nH]c2c1CCCCC2)c1cn[nH]c1","Preclinic & Market","True"
"c1ccc(-c2cc([C@H]3CCNC3)[nH]n2)cc1","Preclinic & Market","True"
"c1ccc(-n2cc(CNCc3cnon3)cn2)cc1","Preclinic & Market","True"
"O=c1[nH]cnc2ccc(-c3c[nH]nc3-c3ccccn3)cc12","Preclinic & Market","True"
"O=C(Nc1cnn(S(=O)(=O)c2ccoc2)c1)c1ccccn1","Preclinic & Market","True"
"c1cncc(-c2cc(C3CCOC3)n(C3CCOC3)n2)c1","Preclinic & Market","True"
"c1ccc(-c2cc(-c3nc4ccccc4[nH]3)n[nH]2)cc1","Preclinic & Market","True"
"O=C(CC[C@H]1CCCCN1)NCCCn1nccc1C1CC1","Preclinic & Market","True"
"c1ccc(CNc2cnn(CCN3CCCCC3)c2)cc1","Preclinic & Market","True"
"c1csc(CN(Cc2cccs2)c2ccn[nH]2)c1","Preclinic & Market","True"
"O=C(Nc1cn[nH]c1Oc1ccccc1)[C@@H]1CCCO1","Preclinic & Market","True"
"O=C(NCCCn1cccn1)NCc1ccon1","Preclinic & Market","True"
"O=C(NCCSc1cnn[nH]1)c1c[nH]nc1C1CCCCC1","Preclinic & Market","True"
"c1ccc(Nc2cc(C3CCCC3)n[nH]2)cc1","Preclinic & Market","True"
"C(=N/n1cnnc1)\c1cn(-c2cccs2)nc1-c1ccccc1","Preclinic & Market","True"
"O=c1c(-c2ccnn2-c2ccccc2)cnc2n1CCS2","Preclinic & Market","True"
"c1n[nH]cc1NC1CCNCC1","Preclinic & Market","True"
"c1cc(-c2c[nH]nc2C2CCCCC2)c2c(n1)CCNC2","Preclinic & Market","True"
"c1ccc(Cn2cc(CNC[C@H]3CNc4ccnn4C3)cn2)cc1","Preclinic & Market","True"
"O=S(=O)(Nc1ccnn1C1CCCC1)c1c[nH]cn1","Preclinic & Market","True"
"O=C1CCCc2cccc(-c3ccn[nH]3)c2C1","Preclinic & Market","True"
"c1ccc2cc(-c3[nH]ncc3CN3CCCCO3)ccc2c1","Preclinic & Market","True"
"c1cc(-c2ccn(CCN3CCCC3)n2)cc(-c2nccs2)c1","Preclinic & Market","True"
"O=C1N[C@@H](c2c[nH]nc2-c2ccccc2)Nc2ccccc21","Preclinic & Market","True"
"O=C(N[C@H]1CCCNC1)c1c[nH]nc1-c1nc2ccccc2[nH]1","Preclinic & Market","True"
"c1ccc(-n2ccc(CN3CCO[C@@H](Cn4cncn4)C3)n2)cc1","Preclinic & Market","True"
"O=C(CCn1ncc2ccccc21)Nc1ccn[nH]1","Preclinic & Market","True"
"c1cc(C2CC2)[nH]n1","Preclinic & Market","True"
"c1nnc(-c2cnn(CCN3CCOCC3)c2)[nH]1","Preclinic & Market","True"
"O=C(c1cc[nH]n1)N(Cc1ccccc1)c1ccccn1","Preclinic & Market","True"
"O=C(NN1CCCCC1)c1cc(-c2ccccc2)[nH]n1","Preclinic & Market","True"
"c1cc2cc(-c3cc([C@H]4[C@@H]5COC[C@@H]54)[nH]n3)cnc2[nH]1","Preclinic & Market","True"
"c1cnc(-n2cncn2)c(CNCc2cn[nH]c2)c1","Preclinic & Market","True"
"O=C(CCCCN1CCCCC1)Nc1cc(-c2ccncc2)n[nH]1","Preclinic & Market","True"
"O=C(CCn1cccn1)N1CCc2ccccc2C1","Preclinic & Market","True"
"c1ccc(Cn2nc(-c3ncccn3)cc2C2CC2)cc1","Preclinic & Market","True"
"O=C(Nc1cc(C2CC2)nn1-c1ccccc1)c1ccccc1","Preclinic & Market","True"
"O=C(Nc1ccn(Cc2cccc3ccccc23)n1)c1cccnc1","Preclinic & Market","True"
"O=C(Nc1cnn(-c2ccccc2)c1)NC1CCOC1","Preclinic & Market","True"
"O=C1NN=C(c2ccccc2)/C1=C/Nc1cc(-c2ccccc2)[nH]n1","Preclinic & Market","True"
"C(=N/c1ccn[nH]1)\N(Cc1ccccc1)Cc1ccccc1","Preclinic & Market","True"
"O=C1/C(=C/c2cc(-c3ccc4c(c3)OCO4)n[nH]2)Cc2ccccc21","Preclinic & Market","True"
"O=C(NC[C@@H]1CCCN1)c1cc(COc2ccccc2)[nH]n1","Preclinic & Market","True"
"c1ccc2c(c1)CCc1ccccc1C2c1cn[nH]c1","Preclinic & Market","True"
"C=C(CCc1ccccc1)N/N=C/c1cn[nH]c1-c1ccccc1","Preclinic & Market","True"
"O=C(NCCCc1cscn1)c1cc(-c2ccco2)n[nH]1","Preclinic & Market","True"
"O=S(=O)(Oc1cc(-c2ccccn2)[nH]n1)c1ccccc1","Preclinic & Market","True"
"c1ccc(-n2ccc(-c3cc4ccccc4o3)n2)cc1","Preclinic & Market","True"
"O=C(NCCCNc1ccccc1)Nc1cc[nH]n1","Preclinic & Market","True"
"O=C1NC[C@@]2(CCCN(C(=O)c3c[nH]nc3-c3cccs3)C2)O1","Preclinic & Market","True"
"c1ccc(Cc2n[nH]cc2-c2cn3cnnc3cn2)cc1","Preclinic & Market","True"
"O=C1NN=C/C1=C/c1cn(-c2ccccc2)nc1-c1cccs1","Preclinic & Market","True"
"c1ccc(-n2ccc(CNC[C@H]3CCCN3c3cccnn3)n2)cc1","Preclinic & Market","True"
"O=C(NCc1nccs1)Nc1cnn(C[C@H]2CCCO2)c1","Preclinic & Market","True"
"c1ccc(-n2nccc2Nc2cnc3ccccc3n2)cc1","Preclinic & Market","True"
"c1ccc(Oc2[nH]ncc2-c2ccc3nncn3n2)cc1","Preclinic & Market","True"
"O=C(Nc1c[nH]nc1N1CCCCC1)c1cnn2cccnc12","Preclinic & Market","True"
"c1n[nH]cc1CN1CCN2CCC[C@H]2C1","Preclinic & Market","True"
"O=S(=O)(c1ccccc1)n1ccc(-c2cnco2)n1","Preclinic & Market","True"
"O=C(/N=N/c1c[nH]c2ccccc12)c1cc(-c2cccs2)[nH]n1","Preclinic & Market","True"
"O=c1[nH]c2ccccc2c(=O)n1-c1cnn(Cc2cnoc2)c1","Preclinic & Market","True"
"O=C1N(CC2CC2)[C@@H](c2c[nH]nc2-c2cccnc2)NC12CCCC2","Preclinic & Market","True"
"c1ccc(-n2cc(CN3CC[C@H](c4cc[nH]n4)C3)cn2)cc1","Preclinic & Market","True"
"O=C1NC=CC[C@]12CCCN(S(=O)(=O)c1cn[nH]c1)C2","Preclinic & Market","True"
"O=C(Cn1ccc2ccccc21)Nc1ccnn1C[C@H]1CCOC1","Preclinic & Market","True"
"O=C1NC(=O)C(=CNc2[nH]ncc2-c2ccccc2)C(=O)N1","Preclinic & Market","True"
"O=C(Cn1ccc(-c2ccc3c(c2)OCO3)n1)Nc1ccn[nH]1","Preclinic & Market","True"
"O=C1CNc2ncnc(Nc3cnn(Cc4ccccc4)c3)c2N1","Preclinic & Market","True"
"O=C(NS(=O)(=O)C1CCCC1)c1cn[nH]c1C1CC1","Preclinic & Market","True"
"c1cc(NC2CC2)nc(Nc2cnn(C3CCOCC3)c2)n1","Preclinic & Market","True"
"c1cc(CNCc2c[nH]nc2-c2ccc3c(c2)OCCO3)no1","Preclinic & Market","True"
"O=C(Nc1ccnn1-c1nc2c(c(=O)[nH]1)CCC2)c1cccs1","Preclinic & Market","True"
"c1cc(CCn2ccc(NCc3cncs3)n2)ccn1","Preclinic & Market","True"
"c1nn(C2CCCCC2)cc1-c1cncn1CCN1CCCCC1","Preclinic & Market","True"
"C(=N\c1cc(-c2ccccc2)[nH]n1)\NCc1ccco1","Preclinic & Market","True"
"c1cnc(-c2cc(-c3ccon3)[nH]n2)nc1","Preclinic & Market","True"
"O=C(Nc1ccccc1)c1nn(-c2ccccc2)cc1-c1cc[nH]n1","Preclinic & Market","True"
"O=C(Nc1ccccc1)n1ccc(-c2ccc(-n3ccnc3)cc2)n1","Preclinic & Market","True"
"O=C(c1ccn(C2CCCC2)n1)N1CCCC[C@H]1c1ncno1","Preclinic & Market","True"
"c1ccc(/N=N/c2c[nH]nc2-c2ccon2)cc1","Preclinic & Market","True"
"O=C(CN1C(=O)CCC1=O)NCc1cc(C2CC2)n(C2CCCC2)n1","Preclinic & Market","True"
"c1ccc(CNCc2ccnn2[C@@H]2CCCCO2)nc1","Preclinic & Market","True"
"c1ccc(-n2nccc2CN2CCC3(CC2)OCc2ccccc23)cc1","Preclinic & Market","True"
"O=C1Nc2ccccc2/C1=C/c1cc(-c2ccccc2)n[nH]1","Preclinic & Market","True"
"c1ccc(-c2cc(Cc3nncs3)n(-c3ccccc3)n2)cc1","Preclinic & Market","True"
"O=C(NC1CCNCC1)c1cc(NC(=O)C2CC2)[nH]n1","Preclinic & Market","True"
"c1ccc2c(c1)[nH]c1nc(-n3cccn3)nnc12","Preclinic & Market","True"
"O=S(=O)(Nc1cc[nH]n1)c1cnc2oncc2c1","Preclinic & Market","True"
"O=C1c2ccccc2C(=O)N1Cc1cnn(C(=O)c2ccco2)c1","Preclinic & Market","True"
"O=C(c1ccccc1)n1ccc(-c2cnc(-c3ccccc3)s2)n1","Preclinic & Market","True"
"O=C(c1cnc2ccccc2c1)n1cc([C@@H]2CCCCO2)cn1","Preclinic & Market","True"
"O=c1cc[nH]c2c(-c3cnn(-c4ccccn4)c3)cnn12","Preclinic & Market","True"
"c1coc(-c2[nH]ncc2CCCCNc2ncnc3nc[nH]c23)c1","Preclinic & Market","True"
"O=C(c1cnn(-c2ccccc2)c1-c1ccon1)N1CCOCC1","Preclinic & Market","True"
"O=C(Nc1ccnn1Cc1ccccc1)[C@H]1CCS(=O)(=O)C1","Preclinic & Market","True"
"c1ccc(Cc2ccn(-c3cc(-c4nnn[nH]4)ccn3)n2)cc1","Preclinic & Market","True"
"O=C(C1CCC1)N1CC[C@H](c2n[nH]cc2-c2ccncc2)C1","Preclinic & Market","True"
"O=C(Cn1nc(-c2cn[nH]c2)cc1-c1cn[nH]c1)NC1CC1","Preclinic & Market","True"
"c1nc(Nc2cnn(CC3CCCCC3)c2)c2nc[nH]c2n1","Preclinic & Market","True"
"c1ccc(OCCc2cc([C@@H]3CNCCO3)n[nH]2)cc1","Preclinic & Market","True"
"c1ccc(-n2cc([C@H]3Nc4ccccc4-c4ccnn43)cn2)cc1","Preclinic & Market","True"
"O=C(c1cc(Cn2cccn2)[nH]n1)N1CCC[C@H]1c1nccs1","Preclinic & Market","True"
"c1ccc(Sc2cnn(-c3nc4ccccc4s3)c2)cc1","Preclinic & Market","True"
"O=C(CN1CCCCC1)Nc1ccnn1-c1ncccn1","Preclinic & Market","True"
"O=C(CCc1cnn(-c2nccc(=O)[nH]2)c1)Nc1ccon1","Preclinic & Market","True"
"O=C(Nc1cn[nH]c1C(=O)N1CCCCC1)c1noc2c1CCCC2","Preclinic & Market","True"
"c1ccc(CCCc2[nH]nc(-c3ccccc3)c2-c2ccncc2)cc1","Preclinic & Market","True"
"O=C(Nc1ccncc1)OCCn1cccn1","Preclinic & Market","True"
"C1=N[C@@H](c2cn[nH]c2-c2ccccc2)n2c(nc3ccccc32)N1","Preclinic & Market","True"
"O=S(=O)(N=CN1CCC=N1)c1cn[nH]c1","Preclinic & Market","True"
"O=C1CC[C@H](C(=O)Nc2cc(-c3ccccc3)n(-c3ccccc3)n2)CN1","Preclinic & Market","True"
"c1ccc(/N=N/c2cnn(-c3ccc4ccccc4n3)c2)cc1","Preclinic & Market","True"
"c1ccc(-n2cc(-c3cnn4ccc([C@H]5CCCNC5)nc34)cn2)cc1","Preclinic & Market","True"
"c1ccc(-n2ccc(COc3ccc4c(c3)OCC4)n2)cc1","Preclinic & Market","True"
"c1ccc2c(-c3n[nH]cc3CN3CCNCC3)cccc2c1","Preclinic & Market","True"
"O=C(c1[nH]ncc1/N=C/c1cccc2ccccc12)N1CCOCC1","Preclinic & Market","True"
"O=S(=O)(NCCn1ccc(-c2cccs2)n1)c1cn[nH]c1","Preclinic & Market","True"
"O=S(=O)(Nc1cc(-c2ccoc2)n[nH]1)c1cccs1","Preclinic & Market","True"
"c1ccc(-c2cc(-c3ccc4ccccc4n3)nn2-c2ccccc2)cc1","Preclinic & Market","True"
"O=C1NC(=O)C(c2cc(-c3coc4ccccc4c3=O)[nH]n2)C(=O)N1","Preclinic & Market","True"
"O=C(c1cn(-c2ccccc2)nc1-c1ccncc1)n1nnc2ccccc21","Preclinic & Market","True"
"O=C(NC1CCCC1)c1cnn(-c2ccccc2)c1C1CCNCC1","Preclinic & Market","True"
"O=C(NCCc1cn2ccccc2n1)c1[nH]ncc1C(=O)N1CCC1","Preclinic & Market","True"
"c1ccc(CCn2cc(-c3c[nH]c4ncc(-c5ccncc5)nc34)cn2)cc1","Preclinic & Market","True"
"O=C1c2ccc(-n3cccn3)cc2OC[C@@H]2CCCN12","Preclinic & Market","True"
"O=S(=O)(c1ccccc1)n1cc(-c2ccccn2)c(N2CCOCC2)n1","Preclinic & Market","True"
"c1ccc(Cn2nccc2-c2nc(-c3ccccc3)no2)cc1","Preclinic & Market","True"
"O=C(Nc1cn[nH]c1-c1ccccc1)c1ccc2ccccc2n1","Preclinic & Market","True"
"O=S(=O)(Nc1ccnn1-c1nc(C2CC2)ns1)c1ccccc1","Preclinic & Market","True"
"O=C(Nc1ccccc1)c1[nH]ncc1NCc1cccnc1","Preclinic & Market","True"
"c1ccc(COc2n[nH]cc2-c2c[nH]c3ccccc23)cc1","Preclinic & Market","True"
"c1ccc(CCc2cc(Nc3ccnc(NCc4ccno4)n3)n[nH]2)cc1","Preclinic & Market","True"
"C(=Cc1cn(-c2ccccc2)nc1-c1ccco1)c1ccccc1","Preclinic & Market","True"
"O=C(c1ccn[nH]1)N(Cc1cccc2[nH]ccc12)CC1CCC1","Preclinic & Market","True"
"c1ccc(-c2cc(-c3ccccc3)n(C3CCCCC3)n2)cc1","Preclinic & Market","True"
"c1ccc(-n2cc(CN3CCCC3)c(-c3ccc4c(c3)OCO4)n2)cc1","Preclinic & Market","True"
"O=C(NCc1cccs1)c1cc(-c2ccccc2)n(Cc2ccno2)n1","Preclinic & Market","True"
"O=C(/C(=N\C1CCCCC1)n1cccn1)c1ccccc1","Preclinic & Market","True"
"O=C(NCc1cocn1)c1cc(-n2cnn(Cc3ccccc3)c2=O)n[nH]1","Preclinic & Market","True"
